Team,Opponent,Season,Round,Score,Player,Aces,Unforced Errors,Forced Errors,1st Serve In,1st Serve Out,Double Faults,Winners,Errors Forced,win?,Team Score,Opponent Score,votes,
Black,Pink,4,7,5-5,Will Mumme (Fill-in),0,5,2,,,3,9,3,FALSE,5,5,0,
Light Blue,White,4,8,5-5,Shayl Inlander,0,16,5,,,2,4,1,TRUE,5,5,2,
Light Blue,White,4,8,5-5,Ethan Seamer,0,13,2,,,0,6,10,TRUE,5,5,6,
White,Light Blue,4,8,5-5,Jonathan Kierce,0,8,2,,,0,8,3,FALSE,5,5,4,
White,Light Blue,4,8,5-5,Lachy Godden,0,20,9,,,1,2,4,FALSE,5,5,0,
Navy,Green,4,8,3-6,Lachlan Jenkin,1,4,5,,,1,3,3,FALSE,3,6,4,
Navy,Green,4,8,3-6,Jackson Virgona,0,11,5,,,1,2,2,FALSE,3,6,0,
Green,Navy,4,8,6-3,Adam Dickson,1,5,0,,,0,3,9,TRUE,6,3,6,
Green,Navy,4,8,6-3,Declan Croucher,0,5,4,,,1,1,0,TRUE,6,3,2,
Orange,Black,4,8,6-2,Jimmy Gorton,0,9,1,,,1,3,3,TRUE,6,2,4,
Orange,Black,4,8,6-2,Ed Simpson,0,4,2,,,1,1,3,TRUE,6,2,6,
Black,Orange,4,8,2-6,Emerson Wise,0,12,2,,,3,3,2,FALSE,2,6,1,
Black,Orange,4,8,2-6,Lewis Mossman,0,7,4,,,2,3,1,FALSE,2,6,1,
Pink,Yellow,4,8,5-5,Adam Dickson (Fill-in),0,9,5,,,2,12,6,TRUE,5,5,0,
Pink,Yellow,4,8,5-5,Angus Hume,0,3,2,,,1,6,0,TRUE,5,5,3,
Yellow,Pink,4,8,5-5,Will Mumme,0,6,3,,,1,5,4,FALSE,5,5,3,
Yellow,Pink,4,8,5-5,Archie Littlejohn,0,9,4,,,0,4,1,FALSE,5,5,0,
Navy,Black,4,9,6-4,Lachlan Jenkin,1,7,5,,,2,2,6,TRUE,6,4,6,
Navy,Black,4,9,6-4,Jackson Virgona,0,6,5,,,1,8,1,TRUE,6,4,4,
Black,Navy,4,9,4-6,Emerson Wise,0,12,4,,,0,3,5,FALSE,4,6,2,
Black,Navy,4,9,4-6,Lewis Mossman,1,9,3,,,2,2,4,FALSE,4,6,0,
Green,Yellow,4,9,5-5,Adam Dickson,0,8,2,,,2,4,6,TRUE,5,5,5,
Green,Yellow,4,9,5-5,Declan Croucher,0,7,1,,,0,6,0,TRUE,5,5,0,
Yellow,Green,4,9,5-5,Archie Littlejohn,0,6,3,,,0,5,3,FALSE,5,5,4,
Yellow,Green,4,9,5-5,Will Mumme,0,14,3,,,2,7,0,FALSE,5,5,3,
White,Red,4,9,6-4,Jonathan Kierce,1,6,6,,,0,6,7,TRUE,6,4,6,
White,Red,4,9,6-4,Lachy Godden,0,6,7,,,0,0,1,TRUE,6,4,2,
Red,White,4,9,4-6,Quinn Feikema,0,3,3,,,1,2,9,FALSE,4,6,4,
Red,White,4,9,4-6,Will Burgess,0,14,4,,,1,1,4,FALSE,4,6,0,
Pink,Light Blue,4,9,6-1,Luke Sharrock,1,0,1,,,1,2,2,TRUE,6,1,6,
Pink,Light Blue,4,9,6-1,Angus Hume,0,2,2,,,0,5,2,TRUE,6,1,2,
Light Blue,Pink,4,9,1-6,Shayl Inlander,0,7,1,,,0,2,1,FALSE,1,6,0,
Light Blue,Pink,4,9,1-6,Ethan Seamer,0,7,3,,,0,5,3,FALSE,1,6,4,
White,Green,1,QF,6-0,Ethan Seamer,,,,,,,,,TRUE,6,0,,
White,Green,1,QF,6-0,Jonathan Kierce,,,,,,,,,TRUE,6,0,,
Green,White,1,QF,0-6,Lewis Mossman,,,,,,,,,FALSE,0,6,,
Green,White,1,QF,0-6,Will Mumme,,,,,,,,,FALSE,0,6,,
Red,Yellow,1,QF,6-4,Angus Hume,,,,,,,,,TRUE,6,4,,
Red,Yellow,1,QF,6-4,Charlie Simpson,,,,,,,,,TRUE,6,4,,
Yellow,Red,1,QF,4-6,Ed Simpson,,,,,,,,,FALSE,4,6,,
Yellow,Red,1,QF,4-6,Jimmy Gorton,,,,,,,,,FALSE,4,6,,
Orange,Pink,1,QF,7-5,Luke Sharrock,,,,,,,,,TRUE,7,5,,
Orange,Pink,1,QF,7-5,Damon Maurice (Fill-in),,,,,,,,,TRUE,7,5,,
Pink,Orange,1,QF,5-7,Declan Croucher,,,,,,,,,FALSE,5,7,,
Pink,Orange,1,QF,5-7,Shayl Inlander,,,,,,,,,FALSE,5,7,,
Navy,Black,1,QF,6-4,Emerson Wise,,,,,,,,,TRUE,6,4,,
Navy,Black,1,QF,6-4,Jack Raines,,,,,,,,,TRUE,6,4,,
Black,Navy,1,QF,4-6,Archie Littlejohn,,,,,,,,,FALSE,4,6,,
Black,Navy,1,QF,4-6,Damon Maurice,,,,,,,,,FALSE,4,6,,
White,Navy,1,SF,6-2 6-4,Ethan Seamer,,,,,,,,,TRUE,12,6,,
White,Navy,1,SF,6-2 6-4,Jonathan Kierce,,,,,,,,,TRUE,12,6,,
Navy,White,1,SF,2-6 4-6,Emerson Wise,,,,,,,,,FALSE,6,12,,
Navy,White,1,SF,2-6 4-6,Jack Raines,,,,,,,,,FALSE,6,12,,
Red,Orange,1,SF,6-2 6-2,Angus Hume,,,,,,,,,TRUE,12,4,,
Red,Orange,1,SF,6-2 6-2,Charlie Simpson,,,,,,,,,TRUE,12,4,,
Orange,Red,1,SF,2-6 2-6,Luke Sharrock,,,,,,,,,FALSE,4,12,,
Orange,Red,1,SF,2-6 2-6,Damon Maurice,,,,,,,,,FALSE,4,12,,
White,Red,1,F,4-6 7-6(4) 6-1,Ethan Seamer,,,,,,,,,TRUE,17,13,,
White,Red,1,F,4-6 7-6(4) 6-1,Jonathan Kierce,,,,,,,,,TRUE,17,13,,
Red,White,1,F,6-4 6(4)-7 1-6,Angus Hume,,,,,,,,,FALSE,13,17,,
Red,White,1,F,6-4 6(4)-7 1-6,Charlie Simpson,,,,,,,,,FALSE,13,17,,
Pink,Navy,2,QF,6-2,Jonathan Kierce,,,,,,,,,TRUE,6,2,,
Pink,Navy,2,QF,6-2,Damon Maurice,,,,,,,,,TRUE,6,2,,
Navy,Pink,2,QF,2-6,Archie Littlejohn,,,,,,,,,FALSE,2,6,,
Navy,Pink,2,QF,2-6,Will Mumme,,,,,,,,,FALSE,2,6,,
Light Blue,White,2,QF,6-4,Emerson Wise,,,,,,,,,TRUE,6,4,,
Light Blue,White,2,QF,6-4,Angus Hume,,,,,,,,,TRUE,6,4,,
White,Light Blue,2,QF,4-6,Quinn Feikema,,,,,,,,,FALSE,4,6,,
White,Light Blue,2,QF,4-6,Declan Croucher,,,,,,,,,FALSE,4,6,,
Orange,Red,2,QF,6-0,Jimmy Gorton,,,,,,,,,TRUE,6,0,,
Orange,Red,2,QF,6-0,Ed Simpson,,,,,,,,,TRUE,6,0,,
Red,Orange,2,QF,0-6,Ethan Seamer,,,,,,,,,FALSE,0,6,,
Red,Orange,2,QF,0-6,Lewis Mossman,,,,,,,,,FALSE,0,6,,
Yellow,Black,2,QF,6-2,Luke Sharrock,,,,,,,,,TRUE,6,2,,
Yellow,Black,2,QF,6-2,Max Razums,,,,,,,,,TRUE,6,2,,
Black,Yellow,2,QF,2-6,Charlie Simpson,,,,,,,,,FALSE,2,6,,
Black,Yellow,2,QF,2-6,Conor Paraskevas,,,,,,,,,FALSE,2,6,,
Orange,Pink,2,SF,3-6 6-4 6-4,Jimmy Gorton,,,,,,,,,TRUE,15,14,,
Orange,Pink,2,SF,3-6 6-4 6-4,Ed Simpson,,,,,,,,,TRUE,15,14,,
Pink,Orange,2,SF,6-3 4-6 4-6,Jonathan Kierce,,,,,,,,,FALSE,14,15,,
Pink,Orange,2,SF,6-3 4-6 4-6,Damon Maurice,,,,,,,,,FALSE,14,15,,
Light Blue,Yellow,2,SF,2-6 6-3 6-0,Emerson Wise,,,,,,,,,TRUE,14,9,,
Light Blue,Yellow,2,SF,2-6 6-3 6-0,Angus Hume,,,,,,,,,TRUE,14,9,,
Yellow,Light Blue,2,SF,6-2 3-6 0-6,Luke Sharrock,,,,,,,,,FALSE,9,14,,
Yellow,Light Blue,2,SF,6-2 3-6 0-6,Max Razums,,,,,,,,,FALSE,9,14,,
Orange,Light Blue,2,F,2-6 6-6 3-3,Jimmy Gorton,,,,,,,,,TRUE,11,15,,
Orange,Light Blue,2,F,2-6 6-6 3-3,Ed Simpson,,,,,,,,,TRUE,11,15,,
Light Blue,Orange,2,F,6-2 6-6 3-3,Emerson Wise,,,,,,,,,FALSE,15,11,,
Light Blue,Orange,2,F,6-2 6-6 3-3,Angus Hume,,,,,,,,,FALSE,15,11,,
White,Green,3,QF,6-1,Jonathan Kierce,,,,,,,,,TRUE,6,1,,
White,Green,3,QF,6-1,Damon Maurice,,,,,,,,,TRUE,6,1,,
Green,White,3,QF,1-6,Declan Croucher,,,,,,,,,FALSE,1,6,,
Green,White,3,QF,1-6,Jackson Virgona,,,,,,,,,FALSE,1,6,,
Orange,Yellow,3,QF,6-4,Jimmy Gorton,,,,,,,,,TRUE,6,4,,
Orange,Yellow,3,QF,6-4,Lewis Mossman,,,,,,,,,TRUE,6,4,,
Yellow,Orange,3,QF,4-6,Emerson Wise,,,,,,,,,FALSE,4,6,,
Yellow,Orange,3,QF,4-6,Lachy Godden,,,,,,,,,FALSE,4,6,,
Red,Light Blue,3,QF,6-3,Luke Sharrock,,,,,,,,,TRUE,6,3,,
Red,Light Blue,3,QF,6-3,Max Razums,,,,,,,,,TRUE,6,3,,
Light Blue,Red,3,QF,3-6,Quinn Feikema,,,,,,,,,FALSE,3,6,,
Light Blue,Red,3,QF,3-6,Will Mumme,,,,,,,,,FALSE,3,6,,
Navy,Black,3,QF,6(6)-7,Shayl Inlander,,,,,,,,,FALSE,6,7,,
Navy,Black,3,QF,6(6)-7,Ethan Seamer,,,,,,,,,FALSE,6,7,,
Black,Navy,3,QF,7-6(6),Lachlan Jenkin,,,,,,,,,TRUE,7,6,,
Black,Navy,3,QF,7-6(6),Jamie Harris,,,,,,,,,TRUE,7,6,,
White,Black,3,SF,6-0 5(3)-6 6-4,Jonathan Kierce,,,,,,,,,TRUE,17,10,,
White,Black,3,SF,6-0 5(3)-6 6-4,Damon Maurice,,,,,,,,,TRUE,17,10,,
Black,White,3,SF,0-6 6-5(3) 4-6,Lachlan Jenkin,,,,,,,,,FALSE,10,17,,
Black,White,3,SF,0-6 6-5(3) 4-6,Jim Papa,,,,,,,,,FALSE,10,17,,
Orange,Red,3,SF,6-1 1-6 6-3,Jimmy Gorton,,,,,,,,,TRUE,13,10,,
Orange,Red,3,SF,6-1 1-6 6-3,Lewis Mossman,,,,,,,,,TRUE,13,10,,
Red,Orange,3,SF,1-6 6-1 3-6,Luke Sharrock,,,,,,,,,FALSE,10,13,,
Red,Orange,3,SF,1-6 6-1 3-6,Jamie Harris,,,,,,,,,FALSE,10,13,,
White,Orange,3,F,6-0 0-6 6-4,Jonathan Kierce,,,,,,,,,TRUE,12,10,,
White,Orange,3,F,6-0 0-6 6-4,Damon Maurice,,,,,,,,,TRUE,12,10,,
Orange,White,3,F,0-6 6-0 4-6,Jimmy Gorton,,,,,,,,,FALSE,10,12,,
Orange,White,3,F,0-6 6-0 4-6,Lewis Mossman,,,,,,,,,FALSE,10,12,,
Pink,Black,4,QF,6-2,Angus Hume,,,,,,,,,TRUE,6,2,,
Pink,Black,4,QF,6-2,Luke Sharrock,,,,,,,,,TRUE,6,2,,
Black,Pink,4,QF,2-6,Emerson Wise,,,,,,,,,FALSE,2,6,,
Black,Pink,4,QF,2-6,Lewis Mossman,,,,,,,,,FALSE,2,6,,
Green,White,4,QF,6(3)-7,Adam Dickson,,,,,,,,,FALSE,6,7,,
Green,White,4,QF,6(3)-7,Declan Croucher,,,,,,,,,FALSE,6,7,,
White,Green,4,QF,7-6(3),Jonathan Kierce,,,,,,,,,TRUE,7,6,,
White,Green,4,QF,7-6(3),Lachy Godden,,,,,,,,,TRUE,7,6,,
Orange,Light Blue,4,QF,6-4,Ed Simpson,,,,,,,,,TRUE,6,4,,
Orange,Light Blue,4,QF,6-4,Jimmy Gorton,,,,,,,,,TRUE,6,4,,
Light Blue,Orange,4,QF,4-6,Shayl Inlander,,,,,,,,,FALSE,4,6,,
Light Blue,Orange,4,QF,4-6,Ethan Seamer,,,,,,,,,FALSE,4,6,,
Red,Navy,4,QF,4-6,Quinn Feikema,,,,,,,,,FALSE,4,6,,
Red,Navy,4,QF,4-6,Will Burgess,,,,,,,,,FALSE,4,6,,
Navy,Red,4,QF,6-4,Jackson Virgona,,,,,,,,,TRUE,6,4,,
Navy,Red,4,QF,6-4,Lachlan Jenkin,,,,,,,,,TRUE,6,4,,
Pink,Navy,4,SF,6-4 6-4,Angus Hume,,,,,,,,,TRUE,12,8,,
Pink,Navy,4,SF,6-4 6-4,Luke Sharrock,,,,,,,,,TRUE,12,8,,
Navy,Pink,4,SF,4-6 4-6,Jackson Virgona,,,,,,,,,FALSE,8,12,,
Navy,Pink,4,SF,4-6 4-6,Lachlan Jenkin,,,,,,,,,FALSE,8,12,,
White,Orange,4,SF,6-4 6-3,Jonathan Kierce,,,,,,,,,TRUE,12,7,,
White,Orange,4,SF,6-4 6-3,Lachy Godden,,,,,,,,,TRUE,12,7,,
Orange,White,4,SF,4-6 3-6,Ed Simpson,,,,,,,,,FALSE,7,12,,
Orange,White,4,SF,4-6 3-6,Jimmy Gorton,,,,,,,,,FALSE,7,12,,
Pink,White,4,F,6-4 7-6(3),Angus Hume,,,,,,,,,TRUE,13,10,,
Pink,White,4,F,6-4 7-6(3),Luke Sharrock,,,,,,,,,TRUE,13,10,,
White,Pink,4,F,4-6 6(3)-7,Jonathan Kierce,,,,,,,,,FALSE,10,13,,
White,Pink,4,F,4-6 6(3)-7,Lachy Godden,,,,,,,,,FALSE,10,13,,
